No,Text,URL,Kategori
74,"Olimpian Amerika SerikatTaylor Sandermengungkap alasan bergabung keLavAni Livin' Transmedia. Ia sempat beralih ke voli pantai dan pensiun dari voli indoor. Sander akan mengisi slot pemain asing LavAni di Proliga 2025. Selain Sander, LavAni juga akan diperkuat pevoli BrasilRenan Zanatta Buiattiyang sudah menjadi bagian tim sejakProliga2024. Yang menarik dari Sander adalah, ia sebenarnya sudah pensiun dari voli indoor. Peraih medali perunggu di Olimpiade 2016 bersama Timnas Amerika Serikat itu beralih ke voli pantai sejak musim panas (pertengahan) tahun 2022. SCROLL TO CONTINUE WITH CONTENT ""Bagi saya ini pertama kali kembali lagi ke voli indoor setelah berkarier di voli pantai dalam musim yang pendek. Saya suka dengan petualangan dan mencari pengalaman baru. Sejauh ini sangat positif. Saya sangat menikmati suasana tim. Ini pertama kali saya di Indonesia. Ini negara yang bagus. Saya harap mendapatkan musim yang baik di sini,"" kataTaylor Sanderkepada wartawan, Jumat (20/12/2024). ""saya punya beberapa teman yang bermain di sini, jadi saya bicara dengan mereka dan mendapatkan beberapa informasi. Saya cukup tahu soal voli Indonesia. Saya pikir ini (LavAni) salah satu tim terkuat dan saya sangat antusias. Saya berharap bisa membantu tim meraih gelar juara,"" ujarnya menambahkan. Sander diperkenalkan LavAni sebagai rekrutan baru pada, Senin (6/12/2024). Pemain kelahiran tahun 1992 itu pun sudah mengikuti sesi latihan persiapan tim dalam menyambut Proliga musim depan. Tim binaanSusilo Bambang Yudhoyonoitu sudah menggelar persiapan sejak awal pertengahan Desember. Sander mengaku cukup terkesan dengan kualitas tim barunya setelah ikut beberapa kali sesi latihan. ""Bagus. Saya sedikit terkejut dengan level pemain. Saya sangat antusias untuk belajar dan membagikan pengalaman saya untuk membantu tim sebisa saya bisa. Saya suka berada di tim ini. Situasinya bagus. Saya juga berlatih di Amerika untuk dapat kembali menemukan performa saya,"" tutur atlet berusia 32 tahun ini. ""Sekarang saya masih sedikitjetlag,tetapi saya sangat tertarik. Saya ingin terus berlatih dan secepat mungkin berkembang bersama tim untuk menatap pertandingan pada Januari,"" ucapnya. ""Sangat penting bagi kami untuk berkembang bersama dan setiap hari berlatih. Latihan keras, latihan bagus, dan buat saya ingin bermain dengan baik untuk membantu tim meraih kemenangan,"" kataTaylor Sandermenambahkan.",https://sport.detik.com/sport-lain/d-7696730/olimpian-amerika-serikat-ungkap-alasan-gabung-lavani-livin-transmedia,Non-Sepak Bola
75,"Klub voli Yogya Falcons belum lama ini menjadi viral di media sosial usai mendatangkan pevoli cantik asal Kazakhstan, Sabina Altynbekova, jelang Proliga 2025. Sebetulnya, seperti apa cerita pembentukan klub yang berkandang di Jogja itu? Yogya Falcons resmi diperkenalkan kepada publik sejak 29 Oktober 2024 lalu. Klub yang bakal memulai debutnya di Proliga 2025 itu awalnya dibentuk untuk menyemarakkan Proliga 2025, yang awalnya hanya diikuti enam tim putri saja. ""Latar belakang membentuk klub ini karena kita punyaconcern, kita merasa Proliga akan lebih semarak jika jumlah klubnyanambah. Supaya tayangannya juga lebih seru dan lebih panjang,"" ujar Presiden Klub Yogya Falcons, Hendy Lim, saat ditemuidetikJogjadi wilayah Caturtunggal, Depok, Sleman, Kamis (21/11/2024). SCROLL TO CONTINUE WITH CONTENT ""Tentu saja kita juga mau berkontribusi untuk membesarkan voli di Indonesia. Karena kita lihat voli luar biasa sejak Proliga 2022 itu sudah menjadi cabor olahraga populer di Indonesia setelah sepakbola. Apalagi voli juga cabang olahraga yanggrassrootsekali,"" urainya. Hendy turut menjelaskan alasan penamaan Yogya Falcons serta memilih Jogja sebagaihome basemereka. ""Kenapa Jogja, ini menarik. Seperti yang saya katakan tadi, kita di Jogja udah punya PSIM sebagai saudara kita di bawah naungan perusahaan yang sama. Kita juga melihat Jogja sebagai kota yang menggilai voli tapi ironisnya tidak punya klub Proliga. Jadi kita putuskan supaya ada representasi Proliga di Jogja,"" jelas Hendy. Dengan adanya Yogya Falcons ini, Hendy berharap gairah pecinta bola voli di Jogja bisa semakin meningkat. Dia juga mengungkapkan rencana Yogya Falcons ke depan untuk pembinaan pemain di Jogja. ""Kalau jangka panjangnya kita mau mengharumkan nama Jogja karena Jogja merupakan kota dengan tradisi voli yang kuat. Banyak klub-klub legendaris di sini yang sayang sekali tidak bisa tampil di Proliga karena keterbatasan dana. Kita harap tahun depan bisa menjajaki kerja sama strategis jangka panjang dengan beberapa klub di Jogja untuk dalam hal pembinaan,"" ungkapnya. ""Kita maunya melakukan pembinaan dengan kerja sama dengan tim-tim di Jogja, pemain putra maupun putri. Mudah-mudahan kita tahun depan juga bikin tim putra juga dengan nama yang sama Yogya Falcons,"" tegas Hendy. Dalam mendatangkan pemain jelang Proliga 2025, Yogya Falcons bekerja sama dengan Persatuan Bola Voli Seluruh Indonesia (PBVSI), di mana mayoritas pemainnya adalah pemain Timnas Voli Putri U-21 yang disiapkan untuk Kejuaraan Dunia Voli U-21 Putri 2025 di Indonesia. ""Kita ini timnya dadakan mulai bikin klubnya belum lama, jadi waktu buatngumpulinpemainnya juga belum banyak. Jadi kita bekerja sama dengan PBVSI seperti tim putra Jakarta Garuda Jaya di Proliga musim lalu,"" ungkap Hendy. ""Nah kita juga kerja sama dengan PBVSI, di mana pemain Timnas putri U-21 sebagian ikut tim kami untuk mempersiapkan jelang Kejuaraan Dunia 2025 di Surabaya. Supaya dari sisi pembiayaan juga tidak memberatkan PBVSI karena kita juga menanggung sebagian biayanya,"" paparnya. Meski dihuni mayoritas pemain muda untuk Kejuaraan Dunia Voli U-21 2025, Yogya Falcons juga mendatangkan dua pemain asing, salah satunya Sabina Altynbekova. ""Kita ada dua pemain asing nanti dua, setelah Sabina akan kita resmikan dia dari Kuba. Sekarang sudah ada 11 pemain, enam di antaranya pemain U-21,: kata Hendy. ""Kemungkinan kita akan cari senior dua mudah-mudahan. Karena kita terakhir masuk ya (di Proliga), jadi pemain senior kebanyakan sudah tidak available. Tahun depan kita akan lebih well-prepared,"" ujarnya.",https://www.detik.com/jogja/berita/d-7650660/gaet-pevoli-sabina-altynbekov-yogya-falcons-siap-debut-di-proliga-2025,Non-Sepak Bola
76,"Luis Diazmengaku bahagia tinggal diLiverpool. Meski kontraknya masih berlaku hingga 2027, winger Kolombia itu ingin bertahan lebih lama di Anfield. ""Saya sangat senang dan sikap saya sudah seperti ini sejak hari pertama saya tiba,"" ujar Diaz kepadaTelemundo Deportessewaktu ditanya berapa lama ia berpikir akan bertahan di Liverpool, seperti dikutipThe Athletic. ""Saya selalu sangat tenang dan saya benar-benar menikmati sepak bola yang dimainkan oleh sebuah tim hebat ini, dan menjadi bagian darinya. Kami akan berbicara, pembicaraan tentang itu (masa depannya) akan terjadi. Bagi saya, saya akan bertahan selama mungkin."" SCROLL TO CONTINUE WITH CONTENT ""Itu juga tergantung pada klub, itu semua tergantung pada detailnya. Itu semua adalah detail yang dibereskan secara terpisah. Tetapi saya sangat tenang, sangat senang dan saya menikmati Premier League,"" jelasnya. Diaz, 28 tahun, sudah bermain untuk Liverpool sejak direkut dari Porto pada Januari 2022. Sejauh ini, ia telah menyumbang 41 gol dan 23 asis dalam 146 laga dan berhasil membantu The Reds memenangi satu Piala FA, dua Carabao Cup, dan satu Premier League. The Athleticmelaporkan pada Desember lalu bahwa perpanjangan kontrak Diaz masih berada di urutan bawah dalam daftar prioritas Liverpool. Sebab fokus utama klub musim ini adalah kontrak Virgil van Dijk, Mohamed Salah, dan Trent Alexander-Arnold. Namun Diaz masih memiliki waktu dua tahun sebelum kontraknya habis. Artinya manajemen Liverpool masih punya waktu untuk membahas kontrak baru dengannya.",https://sport.detik.com/sepakbola/liga-inggris/d-7911893/luis-diaz-akan-bertahan-di-liverpool-selama-mungkin,Liga Inggris
77,"Manchester Unitedmusim ini terpuruk di papan bawahklasemen Liga Inggris. Manajer MURuben Amorimmenyebut posisi timnya tidak bisa diterima. MU akhir pekan lalu menelan kekalahan 0-2 dari West Ham di Old Trafford dalam lanjutanPremier League, Minggu (11/5/2025) malam WIB. Itu merupakan kekalahan yang ke-17 untuk MU di liga dari 36 pertandingan. Sejak ditangani Amorim mulai November lalu, MU hanya menang enam kali dalam 25 pertandingan di Premier League. Secara keseluruhan, Bruno Fernandes dkk. sejauh ini baru menang 10 kali di liga. SCROLL TO CONTINUE WITH CONTENT Akibatnya, Setan Merah terpuruk di peringkat ke-16 klasemen Liga Inggris dengan 39 poin. MU bahkan bisa turun ke posisi ke-17 jika kalah dari Chelsea pada akhir pekan ini dan Tottenham Hotspur tidak kalah dari Aston Villa. ""Sulit untuk menemukan kata lain. Saya sangat malu karena dalam 25 pertandingan, kami cuma menang enam kali,"" ujar Amorim kepada Sky Sports. Amorim menilai masalah MU bukan pada rasa percaya diri. Menurutnya, ada hal yang lebih mendalam yang perlu diperbaiki para pemain MU yakni soal keyakinan pada diri sendiri. ""Ada yang salah dengan cara kami main dan kadang itu bukan soal cara kami main secara taktik dan teknik. Namun cara kami menghadapi kompetisi dan cara kami menderita dan marah karena kami kalah dan cara kami melindungi gawang,"" ucap Amorim. ""Hal-hal seperti ini perlu kami perbaiki dan kadang itu bukan cuma di dalam lapangan, itu di luar lapangan. Perasaan yang saya bicarakan adalah berjuang sampai akhir, cara kami menghadapi kompetisi. Kalah itu tidak bagus, imbang tidak bagus."" ""Tidak peduli apakah kami bisa mengubah posisi kami di liga atau tidak, perasaan itu bukan soal kepercayaan diri. Itu soal keyakinan dan pemahaman bahwa kami adalah Manchester United dan kami tidak ingin jadi yang terburuk di liga."" ""Posisi kami tidak bisa diterima dan, buat saya, itu bukan kurang percaya diri, tapi sesuatu yang lebih dalam,"" katanya. ",https://sport.detik.com/sepakbola/liga-inggris/d-7911739/amorim-malu-lihat-posisi-mu,Liga Inggris
78,"Performa Manchester United di Liga Inggris masih jauh dari memuaskan. Ia janji musim depan akan tampil The Red Devils akan tampil lebih baik. Pada akhir pekan lalu, MU kembali menelan kekalahan saat menjamu West Ham United dalam lanjutan Liga Inggris. Bermain di Old Trafford, gawang Altay Bayindir harus rela dibobol oleh Tomas Soucek dan Jarrod Bowen, yang membuat MU kalah 0-2. Kekalahan tersebut menjadi yang kesembilan di kandang untuk MU sepanjang musim ini, menjadikannya catatan terburuk klub selama era Premier League. SCROLL TO CONTINUE WITH CONTENT Dalam tujuh pertandingan terakhir, MU belum mampu mencatatkan kemenangan. Dari laga-laga itu, mereka menelan lima kekalahan dan dua kali bermain imbang. Amorim menyadari sepenuhnya bahwa dirinya belum berhasil membawa perbaikan signifikan bagi tim. Ia pun menegaskan, jika sampai musim depan tidak ada kemajuan yang berarti, dirinya siap memberi kesempatan kepada pelatih lain. ""Semua orang di sini harus berpikir serius mengenai banyak hal. Semua orang berpikir mengenai final (Liga Europa). Final bukan masalah. Kami mempunyai hal lebih besar untuk dipikirkan,"" kata Amorim di BBC. Baca juga:Amorim Terima Kecaman Keane: MU Memang Harus Korbankan Liga Inggris""Ini momen menentukan di sejarah klub. Kami harus sangat kuat di musim panas dan berani karena kami tak akan menjalani musim depan seperti ini."" ""Kalau kami mulai seperti ini, kalau masih ada perasaan itu, kami harus memberi ruang untuk orang berbeda,"" kata dia menambahkan. Sejauh ini, Amorim telah mendampingi MU dalam 39 pertandingan di berbagai kompetisi. Selama itu, pelatih asal Portugal ini mencatatkan 16 kemenangan, delapan hasil seri, dan 15 kali kalah.",https://www.detik.com/sumut/sepakbola/d-7911603/amorim-janji-musim-depan-mu-tak-seburuk-ini-lagi,Liga Inggris
79,"Aaron Wan-Bissakajadi momok buatManchester Uniteddalam kekalahan dariWest Ham United. Setan Merah dipermalukan oleh mantan pemainnya tersebut. Manchester United kembali menelan kekalahan dalam lanjutanPremier League, Minggu (11/5/2025) malam WIB. Pasukan Ruben Amorim tumbang dua gol tanpa balas dari West Ham di Old Trafford. Dua gol West Ham dicetak Tomas Soucek dan Jarrod Bowen. MU berusaha melancarkan serangan dengan 20 shots (5 on target), tapi tidak ada yang membuahkan hasil. SCROLL TO CONTINUE WITH CONTENT Aaron Wan-Bissaka tampil gemilang dalam kemenangan West Ham atas MU. Dia menyumbang assist untuk gol kedua timnya yang dibuat Jarrod Bowen. Sofascorememberi rating 7,5 untuk performa Wan-Bissaka di Old Trafford. Penggawa Timnas Republik Demokratik Kongo ini membuat sekali peluang berbahaya, 86 persen akurasi passing, serta 3 kali tekel ke lawan. Performa apik Wan-Bissaka jelas membuat malu MU. Bukan apa-apa, Setan Merah menjual sang pemain ke West Ham pada musim panas 2024 setelah dianggap gagal bersaing di sektor kiri pertahanan tim. Semasa bersama MU pada 2019-2024, Wan-Bissaka mencatatkan 190 penampilan di semua kompetisi. Dia menyumbang 2 gol dan 13 assist buat Manchester Merah. Wan-Bissaka justru berkembang sejak berseragam West Ham United. Bek 27 tahun itu telah mengumpulkan 2 gol dan 4 assist dari 34 pertandingan di Liga Inggris. Aaron Wan-Bissaka mengungkapkan kebahagian bisa membantu West Ham meraih kemenangan atas MU. Dia juga berterima kasih atas sambutan para penggemar di Old Trafford. ""Kemenangan besar. Terima kasih atas resepsi hangat hari ini Old Trafford,"" cuit Wan-Bissaka dalam unggahan di Instagram.",https://sport.detik.com/sepakbola/liga-inggris/d-7911390/aaron-wan-bissaka-mantan-yang-meresahkan-mu,Liga Inggris
80,"Julukan 'Theatre of Dreams' yang melekat pada Old Trafford, kandang Manchester United, kini seolah kehilangan maknanya. Para pendukung justru kian sering disuguhi rangkaian hasil buruk di stadion kebanggaan mereka. Mimpi buruk terbaru terjadi saat Manchester United menjamu West Ham United pada pekan ke-36 Liga Inggris, Minggu (11/5) malam. Meski tampil dominan dengan penguasaan bola sebesar 52 persen dan menciptakan 20 percobaan (lima di antaranya tepat sasaran), Setan Merah justru tumbang 0-2. West Ham yang lebih banyak ditekan mampu mencetak dua gol melalui Tomas Soucek pada menit ke-26 dan Jarrod Bowen di menit ke-57. Skor tersebut bertahan hingga peluit akhir dibunyikan. SCROLL TO CONTINUE WITH CONTENT Kekalahan ini semakin memperburuk posisi Manchester United di klasemen sementara. MelansirdetikSport, MU kini terpuruk di peringkat ke-16 dengan 39 poin, disalip West Ham yang mengoleksi 40 poin di posisi ke-15. Ini menjadi kekalahan keempat dari lima pertandingan terakhir yang dilakoni MU. Lebih menyakitkan lagi, kekalahan dari West Ham merupakan kekalahan kandang kesembilan MU di Liga Inggris musim ini. Catatan itu menyamai rekor terburuk sepanjang sejarah klub, yang terakhir kali terjadi pada musim 1930/1931, 1933/1934, dan 1962/1963. Setan Merah juga telah 12 kali tertinggal lebih dulu saat bermain di Old Trafford musim ini, hanya kalah dari Leicester City yang mencatatkan 15 kali. Jumlah tersebut bahkan melampaui rekor musim lalu, di mana MU tertinggal lebih dulu sebanyak 11 kali di kandang. Untuk pertama kalinya dalam 51 tahun, MU menderita 17 kekalahan kandang dalam satu musim di semua kompetisi, termasuk sembilan kekalahan di Liga Inggris. Selain itu, mereka tidak meraih kemenangan dalam tujuh laga liga terakhir, sesuatu yang terakhir terjadi pada tahun 1992. MU hanya memiliki satu laga kandang tersisa musim ini, yakni melawan Aston Villa pada 25 Mei mendatang. Laga itu akan menjadi penentu apakah mereka mampu menghindari catatan yang lebih kelam lagi di Old Trafford-yang kini terasa lebih seperti Theatre of Nightmares.     Artikel ini sudah tayang di detikSport",https://www.detik.com/jabar/sepakbola/d-7910758/old-trafford-yang-tak-lagi-bawa-mimpi-indah-untuk-mu,Liga Inggris
81,"Arsenalsudah lima tahun tanpa trofi, namun manajerMikel Artetamasih aman nasibnya. Legenda MU, Gary Neville sebut hal itu hebat. Sindiran, nih? Setelah meraih titel Piala FA di tahun 2020, Mikel Arteta gagal bawaArsenaluntuk jadi juara lagi. The Gunners dua kali jadi runner up di klasemen Liga Inggris. Meriam London sempat kasih kejutan dengan singkirkan Real Madrid di perempatfinal Liga Champions, agregat 5-1. Tapi setelahnya, Odegaard dkk ditumbangkan PSG 1-3 di semifinal. SCROLL TO CONTINUE WITH CONTENT   Musim 2024/2025 ini, Arsenal bakal jadi runner upLiga Inggrislagi. Akan tetapi posisi mereka di peringkat kedua pun belum aman, bisa terkejar Newcastle dan Man City di bawahnya, dengan sisa dua laga lagi.  Pundit sepakbola sekaligus legenda Manchester United,Gary Nevilleheran melihat Arsenal yang masih mempertahankanMikel Arteta.Sebab biasanya, manajer di klub besar Liga Inggris yang gagal dapat trofi bisa cepat dipecat. ""Itu bagai pencapaian hebat bagi seorang manajer, yang tidak dipecat setelah tanpa trofi selama lima musim dan masih melatih di Liga Inggris,"" ujarnya dilansir dariSky Sports. ""Sepertinya masa-masa itu sudah berlalu, kini lebih banyak kesabaran. Mungkin mereka (Arsenal) berpikir sudah ada kemajuan,"" tambahnya.  Gary Neville lega ketikaMikel Artetabilang kalauArsenalada penurunan di Liga Inggris musim ini. Tapi Neville tidak melulu salahkan Arteta, dirinya turut merasa aneh kepada The Gunners yang belum belanja striker-striker baru. Padahal itu pos yang paling rawan! ""Saya senang ketika Arteta bilang timnya ada kemunduran. Karena sebelumnya dia begitu bangga dengan pencapaian di semifinal Liga Champions,"" cetusnya. ""Mereka juga tidak kekurangan uang untuk beli pemain. Tapi mengapa selalu beli gelandang dan kini Zubimendi akan datang,"" sambungnya. ""Mereka cuma merekrut satu striker murni dalam tujuh musim terakhir. Sungguh konyol kalau pihak klub telah membuat Arteta kekurangan pemain. Mereka sudah habiskan 750 juta Pounds tapi cuma beli satu striker,"" tutupnya.",https://sport.detik.com/sepakbola/liga-inggris/d-7911275/gary-neville-hebat-arteta-nggak-dipecat-arsenal,Liga Inggris
82,"Bintang porno Inggris,Bonnie Blue, kena larangan masuk stadionNottingham Forestseumur hidup. Dia justru melanggar itu dengan datang ke City Ground. Bonnie Blue diusir dari City Ground pada awal Mei 2025. Wanita bernama asli Tia Emma Billinger itu dicekal karena mencoba melakukan aksi tak senonoh untuk 'menghibur' para penggemar. ""Saya baru-baru ini pergi ke laga Nottingham Forest. Sebelumnya saya menulis di medsos, 'halo semuanya, saya akan datang langsung ke stadion, mari berjumpa di sana',"" kata Bonnie Blue soal pencekalannya di City Ground. SCROLL TO CONTINUE WITH CONTENT ""Setelah sampai stadion, saya langsung didatangi petugas keamanan. Mereka mengecek tiket saya dan saya diantar keluar stadion,"" dia menambahkan. ""Saya dikasih tahu, 'Anda dilarang datang ke stadion selamanya'. Apa ini karena saya seorang bintang film dewasa? Saya merasa diskriminasi,"" cetusnya. Larangan dari Nottingham Forest rupanya diabaikan Bonnie Blue. Dia kembali menarik atensi publik saat laga Nottingham Forest kontra Leicester City di City Ground, Minggu (11/5/2025). Bonnie Blue terlihat datang ke City Ground dengan pakaian minim dari bahan denim berwarna putih. Warga asli Nottingham ini juga mengolok-olok Forest dalam unggahan di Instagram. ""Nottingham Forrest? Lebih sepertinutinmy bush[jangan di rambut kemaluan saya -ed],"" cuit Bonnie dalam unggahan Instagram foto dirinya di City Ground. Tidak diketahui apakah Bonnie Blue bisa masuk ke dalam tribun atau hanya membuat konten di luar City Ground. Nottingham Forest juga tak berkomentar atas permasalahan ini. Bonnie Blue memang jadi sosok kontroversial di Inggris. Perempuan berusia 26 tahun itu pernah memecahkan rekor dunia berhubungan sex dengan 1,057 pria dalam sehari pada Januari 2025. ",https://sport.detik.com/sepakbola/gila-bola/d-7911315/duh-bintang-porno-ini-terobos-larangan-masuk-stadion,Liga Inggris
83,"Manchester Unitedmasih kurang sip di Liga Inggris. Kalau The Red Devils tak kunjung membaik,Ruben Amorimsiap hengkang. MU menelan kekalahan 0-2 dari West Ham United saat bertanding dalam lanjutan Liga Inggris akhir pekan lalu. Di Old Trafford, gawang yang dikawal oleh Altay Bayindir dibobol oleh Tomas Soucek dan Jarrod Bowen. Dengan hasil itu, MU menelan kekalahan kandang kesembilan musim ini. Hasil itu menjadi torehan terburuk Setan Merah di Premier League. SCROLL TO CONTINUE WITH CONTENT MU puasa kemenangan dalam tujuh pertandingan terakhir. Rinciannya, MU mencatatkan lima kekalahan dan dua hasil imbang. Amorimsadar betul bahwa dirinya belum maksimal membenahi Man United. Kalau sampai musim depan tak ada perkembangan signifikan, dia pun bersedia memberi ruang untuk manajer lain. ""Semua orang di sini harus berpikir serius mengenai banyak hal. Semua orang berpikir mengenai final (Liga Europa). Final bukan masalah. Kami mempunyai hal lebih besar untuk dipikirkan,"" kata Amorim di BBC. ""Ini momen menentukan di sejarah klub. Kami harus sangat kuat di musim panas dan berani karena kami tak akan menjalani musim depan seperti ini."" ""Kalau kami mulai seperti ini, kalau masih ada perasaan itu, kami harus memberi ruang untuk orang berbeda,"" kata dia menambahkan. Bersama MU,Amorimsudah menjalani 39 pertandingan di semua ajang. Hasilnya, manajer asal Portugal itu membukukan 16 kemenangan, delapan hasil imbang, dan 15 kali menelan kekalahan.",https://sport.detik.com/sepakbola/liga-inggris/d-7911078/andai-mu-tak-kunjung-membaik-amorim-siap-pergi,Liga Inggris
84,"Rio Ferdinand membela Trent Alexander-Arnold yang mendapat cemooh fans Liverpool di Anfield. Mantan pemain Manchester United itu heran melihat kenyataan tersebut. Momen itu terjadi saat Liverpool menjamu Arsenal di lanjutan Liga Inggris, Minggu (11/5) malam WIB. Alexander Arnold masuk sebagai pemain pengganti di menit ke-67, gantikan Conor Bradley. Saat masuk ke lapangan, Alexander Arnold disoraki 'boo' oleh para suporter The Reds. Laga tersebut berkesudahan sama kuat 2-2. SCROLL TO CONTINUE WITH CONTENT Untuk diketahui, Trent Alexander-Arnold tidak memperpanjang kontraknya di Liverpool yang habis di musim panas ini. Trent memilih pergi dengan status bebas transfer, Real Madrid jadi tujuannya. Para suporter The Reds diyakini kesal. Setidaknya, Trent bisa pergi dengan 'menyumbang' uang buat Liverpool, tapi ini malah pergi dengan cuma-cuma. Rio Ferdinand membela Trent Alexander-Arnold. Lewat sosial media pribadinya, Ferdinand heran dengan tingkah para suporter Liverpool! ""Saya tidak percaya dengan para suporter Liverpool, yang mencemooh salah satu pemainnya. Saya mengerti, mereka tidak senang dengan keputusan Trent, tetapi mencemoohnya setelah dia memenangi banyak gelar, sungguh membingungkan,"" tulisnya. Trent sudah berseragam merah-merah sejak tahun 2016. Pemain berusia 26 tahun itu telah menangi delapan titel bersama The Reds.",https://www.detik.com/sumut/sepakbola/d-7911225/rio-ferdinand-bela-trent-alexander-arnold-yang-dicemooh-fans-di-anfield,Liga Inggris
85,"PendukungLiverpoolmemberi cemoohan untukTrent Alexander-Arnolddi Anfield akhir pekan ini. Aksi itu dinilai memalukan. Kontrak Alexander-Arnold dengan Liverpool selesai pada bulan Juni ini. Pemain berusia 26 tahun itu sudah berpamitan, mau bergabung dengan Real Madrid. Sebelum pisah jalan dengan Liverpool, Alexander-Arnold mempersembahkan gelar juara Liga Inggris. Tapi, hal itu tak cukup menjadi obat sakit hati pendukung tim asal Merseyside ditinggal Alexander-Arnold. SCROLL TO CONTINUE WITH CONTENT Saat Liverpool imbang 2-2 melawan Arsenal di Anfield, Minggu (11/5/2025),Alexander-Arnoldmendapat cemoohan dari pendukung Liverpool. Oleh karena itu, eks pemain Chelsea, Chris Sutton, mengkritik perlakuan pada pemain yang sudah menyumbangkan delapan gelar juara untuk Si Merah itu. ""Trent Alexander-Arnold pantas mendapat respek lebih besar dibandingkan yang ditujukan padanya hari ini. Apa salahnya? Dia memenangi semua trofi dan ingin tantangan berbeda,"" kata Sutton di BBC. ""Tak semuanya pendukung Liverpool, tapi itu sungguh mengejutkan dan memalukan dari orang-orang yang mencemoohnya,"" kata dia menambahkan. Alexander-Arnoldbermain di Liverpool sejak 2016/2027. Dia memenangi dua gelar Liga Inggris, lainnya ada masing-masing satu trofi Piala FA, Piala Liga Inggris, Community Shield, Liga Champions, Piala Super Eropa, dan Piala Dunia Antarklub.",https://sport.detik.com/sepakbola/liga-inggris/d-7911233/cemoohan-untuk-alexander-arnold-di-anfield-memalukan,Liga Inggris
86,"Manchester Unitedkembali menelan kekalahan di kandang diLiga Inggris. Setan Merah disebut sudah merasa bukan klub besar lagi. Di Old Trafford, Minggu (11/5/2025), MU kalah 0-2 dari West Ham United. Gawang The Red Devils yang dikawal oleh Altay Bayindir dibobol oleh Tomas Soucek dan Jarrod Bowen. Dengan hasil ini, MU sudah menelan sembilan kekalahan di kandang musim ini. Dalam 18 pertandingan kandang, MU cuma menang enam kali dan imbang tiga kali. SCROLL TO CONTINUE WITH CONTENT Optamencatat bahwa kekalahan kandang MU musim ini menyamai rekor terburuk tim di Liga Inggris yang dicatatkan pada musim 1930/1931, 1933/1934, dan 1962/1963. ManajerMan United,Ruben Amorim, sadar bahwa tim asuhannya mempunyai rekor buruk di kandang. Dia sampai bilang kalau MU mungkin sudah merasa bukan lagi tim besar. ""Kami kehilangan perasaan bahwa kami klub yang besar dan kalah di kandang adalah kiamat,"" kata Amorim di BBC. ""Kalau kami tak takut kalah dalam laga sebagai Manchester United dan tak mempunyai rasa takut lagi, itu hal paling bahaya yang dimiliki klub besar,"" kata dia menambahkan. Man Unitedkini masih duduk di posisi ke-15 klasemen Liga Inggris. Mereka mengumpulkan 39 poin. Hasil buruk di kandang menjadi salah satu penyebab MU menghuni papan bawah.",https://sport.detik.com/sepakbola/liga-inggris/d-7910975/sering-kalah-di-kandang-mu-sudah-merasa-bukan-klub-besar-lagi,Liga Inggris
87,"Manchester United kalah terus-terusan di Liga Inggris. Sebagai manajer Ruben Amorim malu melihat tim yang diasuhnya kalah terus. Terakhir MU kalah 0-2 dari West Ham United di Old Trafford. Kekalahan itu menjadi yang ke-9 bagi MU musim ini di kendang. ""Bagi saya, kekhawatiran terbesar adalah perasaan bahwa 'tidak apa-apa', dan 'kami tidak dapat mengubah posisi kami sehingga tidak apa-apa',"" kata Ruben Amorim dikutipdetikSportSky Sports. SCROLL TO CONTINUE WITH CONTENT ""Itu adalah masalah terbesar di klub kami saat ini, karena kami kehilangan perasaan bahwa kami adalah klub yang besar dan itu adalah akhir dari dunia jika kami kalah dalam pertandingan di kandang. Saya pikir itu adalah kekhawatiran terbesar di klub kami,"" ungkapnya. Amorim juga mengaku malu melihat Manchester United saat ini. Ia mengecam MU karena dinilai sedikit bersantai karena sudah ke final Liga Europa. ""Bagaimana perasaan seorang manajer Manchester United di posisi tersebut, malu, dan sulit untuk diterima,"" kata Amorim. ""Saya pikir semua orang harus berpikir serius tentang banyak hal di sini. Semua orang berpikir tentang final. Final bukanlah sebuah masalah saat ini di klub kami."" ""Kami memiliki hal-hal yang lebih besar untuk dipikirkan, dan kami harus mengubah banyak hal di akhir musim,"" ungkap Ruben Amorim, yang baru ditunjuk melatih Manchester United pada November 2024 lalu.",https://www.detik.com/sumut/sepakbola/d-7910966/ruben-amorim-malu-mu-kalah-terus-di-liga-inggris,Liga Inggris
